son_original,fichier_mp3
une agglomération,une-agglomeration-82291798a034.mp3
elle est italienne,elle-est-italienne-d0a557b48107.mp3
il est sympathique,il-est-sympathique-2b87bef43b37.mp3
Il répare le toit.,il-repare-le-toit-71f1b06e3291.mp3
l'union européenne,l-union-europeenne-d85d648bc5bf.mp3
le meilleur joueur,le-meilleur-joueur-0a7666b523da.mp3
un permis à points,un-permis-a-points-1cb55648b8f1.mp3
Elle a pris le bus.,elle-a-pris-le-bus-660b49d17831.mp3
Je lave mes tasses.,je-lave-mes-tasses-f5fc0f065be2.mp3
Le combat est fini.,le-combat-est-fini-0e09475713b7.mp3
le drapeau européen,le-drapeau-europeen-dd49e2d0bb4a.mp3
les jeux olympiques,les-jeux-olympiques-04b5eb9e87ac.mp3
un centre aquatique,un-centre-aquatique-4426a8e2ae2c.mp3
Elle a de la fièvre.,elle-a-de-la-fievre-d2a68c6801f1.mp3
Il a besoin de soin.,il-a-besoin-de-soin-6e42100928a8.mp3
Il a mis des palmes.,il-a-mis-des-palmes-e61ccdd4e587.mp3
J'ai appelé un taxi.,j-ai-appele-un-taxi-39e0210e2b00.mp3
Elle a eu des fleurs.,elle-a-eu-des-fleurs-dc33deedf802.mp3
Elle a mis ses gants.,elle-a-mis-ses-gants-d466e01b5745.mp3
Elle est à l'hôpital.,elle-est-a-l-hopital-8e0cffd199aa.mp3
Elle porte un masque.,elle-porte-un-masque-ec8f08c1d737.mp3
Elle visite le musée.,elle-visite-le-musee-53e2b1023b2b.mp3
Il a mis une chemise.,il-a-mis-une-chemise-ac49efe84f61.mp3
Il coupe le chocolat.,il-coupe-le-chocolat-ca047886868f.mp3
Il porte les cartons.,il-porte-les-cartons-65172341dfdd.mp3
Ils ont eu un gâteau.,ils-ont-eu-un-gateau-500e2e90c543.mp3
Je coupe les légumes.,je-coupe-les-legumes-5d87e40041fe.mp3
Je prépare la salade.,je-prepare-la-salade-8c252600c8af.mp3
Le calcul est simple.,le-calcul-est-simple-511b29ba4205.mp3
Elle prépare les sacs.,elle-prepare-les-sacs-c58320b6c7b4.mp3
Elles font de la boxe.,elles-font-de-la-boxe-a87bf44cb483.mp3
Il conduit la voiture.,il-conduit-la-voiture-294f9e575cdd.mp3
Il joue de la guitare.,il-joue-de-la-guitare-f53c4ed6c93e.mp3
Il marche sur la lune.,il-marche-sur-la-lune-0d4167a7707e.mp3
Il porte des planches.,il-porte-des-planches-6001310bf81f.mp3
Tu as eu mal au coeur.,tu-as-eu-mal-au-coeur-c2bbd3eb54ad.mp3
Tu as un mot de passe.,tu-as-un-mot-de-passe-fc16a4229f1d.mp3
des activités physiques,des-activites-physiques-e83b9fcf6584.mp3
Elle a très mal au nez.,elle-a-tres-mal-au-nez-9c4d127792fd.mp3
Elle mixe de la viande.,elle-mixe-de-la-viande-040f17c4be64.mp3
Elle porte les valises.,elle-porte-les-valises-d27784f69aec.mp3
Elle promène son chien.,elle-promene-son-chien-e3106ec2cbbc.mp3
Elle regarde sa montre.,elle-regarde-sa-montre-4102e6b43abb.mp3
Elles ont eu un cadeau.,elles-ont-eu-un-cadeau-2ff5b63d9058.mp3
Il a ouvert la fenêtre.,il-a-ouvert-la-fenetre-613d5a0220be.mp3
Il a signé son contrat.,il-a-signe-son-contrat-2cefeb161801.mp3
Il essore ses vêtements,il-essore-ses-vetements-122ab3080b3c.mp3
Il est dans son jardin.,il-est-dans-son-jardin-1c7c201a4741.mp3
Il monte sur l'échelle.,il-monte-sur-l-echelle-fd2a57f7e944.mp3
Il prend un médicament.,il-prend-un-medicament-9a2a1937c3ad.mp3
C'est de la bonne terre.,c-est-de-la-bonne-terre-30179650a45a.mp3
C'est interdit de fumer.,c-est-interdit-de-fumer-3e3b7b89217b.mp3
C'est la bonne pointure.,c-est-la-bonne-pointure-b86916593149.mp3
Elle est à l'infirmerie.,elle-est-a-l-infirmerie-5202cdc13274.mp3
Elles marchent beaucoup.,elles-marchent-beaucoup-fa763c3aa1fe.mp3
Il a mal au pied gauche.,il-a-mal-au-pied-gauche-155711439071.mp3
Il est venu à la banque.,il-est-venu-a-la-banque-9c82c1d6092b.mp3
Il repasse ses chemises.,il-repasse-ses-chemises-a783aa8700d1.mp3
Ils avancent prudemment.,ils-avancent-prudemment-c195f1f3d326.mp3
Ils repeignent les murs.,ils-repeignent-les-murs-a455cf6137d6.mp3
Ils se lavent les mains.,ils-se-lavent-les-mains-e24a5572c27b.mp3
les transports en commun,les-transports-en-commun-868cc7db80d3.mp3
Elle a très mal à l'oeil.,elle-a-tres-mal-a-l-oeil-71b2d4e4cbbb.mp3
Elles jouent leur finale.,elles-jouent-leur-finale-08edc3248890.mp3
Il frappe le sac de boxe.,il-frappe-le-sac-de-boxe-da5cd3f370cd.mp3
Il travaille dans un zoo.,il-travaille-dans-un-zoo-c0344b55972b.mp3
Ils traversent le désert.,ils-traversent-le-desert-d980a7ed6aac.mp3
J'ai préparé des cookies.,j-ai-prepare-des-cookies-f94738d4573a.mp3
Je garde le jaune d'oeuf.,je-garde-le-jaune-d-oeuf-626e474d1db3.mp3
Le temps passe trop vite.,le-temps-passe-trop-vite-437efd911dc8.mp3
Elle a pris son parapluie.,elle-a-pris-son-parapluie-18eec16a01aa.mp3
Elle a pris un stylo noir.,elle-a-pris-un-stylo-noir-5542579519b2.mp3
Elle écoute de la musique.,elle-ecoute-de-la-musique-2f566a63bed6.mp3
Elle marche sur le chemin.,elle-marche-sur-le-chemin-31234b4a4be4.mp3
Elle regarde le catalogue.,elle-regarde-le-catalogue-35ec8d20fd25.mp3
Elle va au bureau en vélo.,elle-va-au-bureau-en-velo-0ee0b8c46de5.mp3
Il a rempli le seau d'eau.,il-a-rempli-le-seau-d-eau-8421adcd6176.mp3
Ils ramassent les déchets.,ils-ramassent-les-dechets-aeec3e150c09.mp3
Je dois rejoindre Antoine.,je-dois-rejoindre-antoine-0a76436d48df.mp3
Je prends le train demain.,je-prends-le-train-demain-1c1952260b3b.mp3
Nous avons eu un classeur.,nous-avons-eu-un-classeur-c13acc1ce586.mp3
Combien serez-vous demain ?,combien-serez-vous-demain-c8bd258ff605.mp3
Comment ça va aujourd'hui ?,comment-ca-va-aujourd-hui-59c4434e5e68.mp3
Elle n'a plus de shampoing.,elle-n-a-plus-de-shampoing-c870a5388499.mp3
Il a mis le son au maximum.,il-a-mis-le-son-au-maximum-4cdf070c10b5.mp3
Ils apprennent le français.,ils-apprennent-le-francais-6e53a931fa71.mp3
Je finis à 18 h lundi soir.,je-finis-a-18-h-lundi-soir-969b278a5edb.mp3
Le nouveau coach est super.,le-nouveau-coach-est-super-141b80547c76.mp3
Elle doit chercher la veine.,elle-doit-chercher-la-veine-a29a12ee186e.mp3
Horaires de la bibliothèque.,horaires-de-la-bibliotheque-8f01e966ae0b.mp3
Il a un bras dans le plâtre.,il-a-un-bras-dans-le-platre-a552433c00c8.mp3
Ils contrôlent les voitures.,ils-controlent-les-voitures-63eef97dc5b0.mp3
J'ai eu un rendez-vous hier.,j-ai-eu-un-rendez-vous-hier-20df05858a71.mp3
Je n'ai pas trouvé le balai.,je-n-ai-pas-trouve-le-balai-11e2c7020c91.mp3
Le jury a choisi le gagnant.,le-jury-a-choisi-le-gagnant-bd2197885fbf.mp3
Elles écoutent de la musique.,elles-ecoutent-de-la-musique-bd3bff1223c5.mp3
Il y a eu une tempête à Noël.,il-y-a-eu-une-tempete-a-noel-294023e6965c.mp3
Ils cuisinent tous les jours.,ils-cuisinent-tous-les-jours-2a9164b7c62e.mp3
Mon chien a été vacciné hier.,mon-chien-a-ete-vaccine-hier-112f7b24fc13.mp3
C'était son anniversaire hier.,c-etait-son-anniversaire-hier-52d1910d1eb8.mp3
Elle a raccroché le téléphone.,elle-a-raccroche-le-telephone-3bd16bd76abd.mp3
Elle doit choisir une boisson.,elle-doit-choisir-une-boisson-8a5891e4b00c.mp3
Il s'est blessé à la cheville.,il-s-est-blesse-a-la-cheville-3fe980123b01.mp3
J'ai acheté beaucoup de kiwis.,j-ai-achete-beaucoup-de-kiwis-ec0c533fb5dc.mp3
J'ai acheté un nouveau parfum.,j-ai-achete-un-nouveau-parfum-d7b6cfecc2ba.mp3
Je vais te montrer mes photos.,je-vais-te-montrer-mes-photos-b544df795c03.mp3
La piscine est fermée ce soir.,la-piscine-est-fermee-ce-soir-b6ec7442ef11.mp3
Vous pouvez garder la monnaie.,vous-pouvez-garder-la-monnaie-9092e2386404.mp3
Elle a un bouton sur le menton.,elle-a-un-bouton-sur-le-menton-34316bedfc04.mp3
Elle doit voir la psy vendredi.,elle-doit-voir-la-psy-vendredi-92f04edccbd0.mp3
Elles regardent par la fenêtre.,elles-regardent-par-la-fenetre-0ca848ad3ee7.mp3
Il ne trouve plus ses lunettes.,il-ne-trouve-plus-ses-lunettes-2c0a3bdec53b.mp3
Ils attendent à l'arrêt de bus.,ils-attendent-a-l-arret-de-bus-b56f61991fc1.mp3
Je ne travaille pas ce weekend.,je-ne-travaille-pas-ce-weekend-a981c807817c.mp3
Je voudrais acheter un scooter.,je-voudrais-acheter-un-scooter-47def8618c2e.mp3
Il va à l'usine tous les matins.,il-va-a-l-usine-tous-les-matins-fa632195a78b.mp3
Je dois passer un examen demain.,je-dois-passer-un-examen-demain-4eac8e60fb37.mp3
Le docteur est arrivé à l'heure.,le-docteur-est-arrive-a-l-heure-778de2d8ad1d.mp3
Les maçons sont sur le chantier.,les-macons-sont-sur-le-chantier-a66556b04401.mp3
C'est le produit pour la cuisine.,c-est-le-produit-pour-la-cuisine-2c93d094b8b3.mp3
Elle a passé son diplôme à Paris.,elle-a-passe-son-diplome-a-paris-71c26bd0d1db.mp3
Il y a des iguanes en Guadeloupe.,il-y-a-des-iguanes-en-guadeloupe-44e75f29183d.mp3
Il y a un couteau pour le gâteau.,il-y-a-un-couteau-pour-le-gateau-2b9032264606.mp3
L'ampoule de la lampe est cassée.,l-ampoule-de-la-lampe-est-cassee-7d76d18aa9fe.mp3
La formatrice est vraiment sympa.,la-formatrice-est-vraiment-sympa-3cc1c683563a.mp3
Tous les outils sont dans le sac.,tous-les-outils-sont-dans-le-sac-92515e34c6af.mp3
Chacun attend patiemment son tour.,chacun-attend-patiemment-son-tour-d813bd8feb41.mp3
Elle emmène ses enfants à l'école.,elle-emmene-ses-enfants-a-l-ecole-c263aefd730a.mp3
Elle jette le reste à la poubelle.,elle-jette-le-reste-a-la-poubelle-29d35124e981.mp3
Elles parlent couramment espagnol.,elles-parlent-couramment-espagnol-3d27e1b00bba.mp3
Il répare le moteur de la voiture.,il-repare-le-moteur-de-la-voiture-630cecdd6f21.mp3
J'ai voyagé dans beaucoup de pays.,j-ai-voyage-dans-beaucoup-de-pays-540887cb3874.mp3
Le chef a réuni tout le personnel.,le-chef-a-reuni-tout-le-personnel-75cb5386f706.mp3
Elle jette la lettre à la poubelle.,elle-jette-la-lettre-a-la-poubelle-90ed62b67d39.mp3
Il y a un match de rugby à la télé.,il-y-a-un-match-de-rugby-a-la-tele-b9a138074a5b.mp3
Ils apprennent à utiliser internet.,ils-apprennent-a-utiliser-internet-33bd8054e999.mp3
J'ai reçu cent euros cette semaine.,j-ai-recu-cent-euros-cette-semaine-ebb31308cbd1.mp3
Je mange mon steak avec du ketchup.,je-mange-mon-steak-avec-du-ketchup-20f13b0052c3.mp3
Le squash est un sport de raquette.,le-squash-est-un-sport-de-raquette-fc7521fab8c5.mp3
Elle prépare le boeuf pour le repas.,elle-prepare-le-boeuf-pour-le-repas-bbf3a439ebb7.mp3
Elle travaille dans une association.,elle-travaille-dans-une-association-d062e06755de.mp3
Il s'est acheté un jean et un sweat.,il-s-est-achete-un-jean-et-un-sweat-7bc881150c3d.mp3
Ils voudraient acquérir un logement.,ils-voudraient-acquerir-un-logement-1974f1036f8b.mp3
Je compte jusqu'à soixante secondes.,je-compte-jusqu-a-soixante-secondes-842dd99440ed.mp3
Le meilleur a reçu la médaille d'or.,le-meilleur-a-recu-la-medaille-d-or-f88a6a07e98d.mp3
Le parc se situe près du vieux port.,le-parc-se-situe-pres-du-vieux-port-4eff82bd42d9.mp3
Respectez les consignes de sécurité.,respectez-les-consignes-de-securite-dc8b90e0d3a1.mp3
Elle a réservé une chambre à l'hotel.,elle-a-reserve-une-chambre-a-l-hotel-5d8a550f2c75.mp3
Elle s'occupe de la gestion du stock.,elle-s-occupe-de-la-gestion-du-stock-19b49069ea26.mp3
Il fait une sieste dans son fauteuil.,il-fait-une-sieste-dans-son-fauteuil-6f3224ab88a9.mp3
J'ai rendez-vous avec la psychologue.,j-ai-rendez-vous-avec-la-psychologue-8049abf89f35.mp3
Je cherche un logement pas trop cher.,je-cherche-un-logement-pas-trop-cher-7bb5a3f75e6a.mp3
Je lave mes vêtements tous les jours.,je-lave-mes-vetements-tous-les-jours-7da525af3344.mp3
Le plombier vient réparer le robinet.,le-plombier-vient-reparer-le-robinet-a652c0c025fe.mp3
Elle a reçu sa convocation à l'examen.,elle-a-recu-sa-convocation-a-l-examen-50f2b4ed55fb.mp3
Il fait ses exercices dans son cahier.,il-fait-ses-exercices-dans-son-cahier-dde59e9ccd47.mp3
Ils jouent au foot tous les dimanches.,ils-jouent-au-foot-tous-les-dimanches-9e1f6a1f4484.mp3
Je vais essayer la suggestion du jour.,je-vais-essayer-la-suggestion-du-jour-3a1eb6947542.mp3
Le colis doit partir avant lundi soir.,le-colis-doit-partir-avant-lundi-soir-f404ec8635bf.mp3
Elle efface le tableau avec un chiffon.,elle-efface-le-tableau-avec-un-chiffon-b5c485e315dc.mp3
Elle est bénévole dans une association.,elle-est-benevole-dans-une-association-3ffd1fe7ef02.mp3
Elle fait cuire les légumes à la poêle.,elle-fait-cuire-les-legumes-a-la-poele-1fa13b800391.mp3
Il utilise un marteau pour les travaux.,il-utilise-un-marteau-pour-les-travaux-54baa47a8521.mp3
Il y a plus de pièces dans ce logement.,il-y-a-plus-de-pieces-dans-ce-logement-6ec0f11f36e8.mp3
Il y a suffisamment d'eau dans le seau.,il-y-a-suffisamment-d-eau-dans-le-seau-4681dd02eda1.mp3
Il faut pratiquer une activité physique.,il-faut-pratiquer-une-activite-physique-8d3df9b70607.mp3
Je voudrais travailler dans le bâtiment.,je-voudrais-travailler-dans-le-batiment-3989e02acabf.mp3
La ville de Cayenne se trouve en Guyane.,la-ville-de-cayenne-se-trouve-en-guyane-6b520cafaf83.mp3
Le carton est dans le couloir de droite.,le-carton-est-dans-le-couloir-de-droite-98b77919dfbf.mp3
Mes lèvres sont sèches à cause du froid.,mes-levres-sont-seches-a-cause-du-froid-d257ce53ffbf.mp3
On met une majuscule en début de phrase.,on-met-une-majuscule-en-debut-de-phrase-4776e509e9e8.mp3
Elle doit mettre les bouteilles en rayon.,elle-doit-mettre-les-bouteilles-en-rayon-ca0cc2a6f6e9.mp3
Elle travaille à l'accueil de l'aquarium.,elle-travaille-a-l-accueil-de-l-aquarium-9a4444b4e229.mp3
J'ai besoin de peinture pour le chantier.,j-ai-besoin-de-peinture-pour-le-chantier-f7652ae3e4c5.mp3
Le hockey se joue sur glace ou sur gazon.,le-hockey-se-joue-sur-glace-ou-sur-gazon-2747dc3f0fa9.mp3
Il n'y a pas de connexion dans l'immeuble.,il-n-y-a-pas-de-connexion-dans-l-immeuble-7286adea3131.mp3
Il y a du wifi gratuit dans ce restaurant.,il-y-a-du-wifi-gratuit-dans-ce-restaurant-55d0da0f2db3.mp3
J'ai préparé des sandwichs pour le voyage.,j-ai-prepare-des-sandwichs-pour-le-voyage-8ac380e9f45c.mp3
Je vis dans un village de mille habitants.,je-vis-dans-un-village-de-mille-habitants-11c897477653.mp3
La Thaïlande est un pays très touristique.,la-thailande-est-un-pays-tres-touristique-72434c47050c.mp3
Elle se lave les cheveux avec du shampoing.,elle-se-lave-les-cheveux-avec-du-shampoing-cbffee4368a2.mp3
Je voudrais un rendez-vous s'il vous plait.,je-voudrais-un-rendez-vous-s-il-vous-plait-e89d0945a7a7.mp3
Ces abeilles butinent les fleurs de vanille.,ces-abeilles-butinent-les-fleurs-de-vanille-8c0fa3d3f228.mp3
Des milliers de gens défilent dans la ville.,des-milliers-de-gens-defilent-dans-la-ville-50cb7fb186d3.mp3
J'ai mis un gilet parce que je suis enrhumé.,j-ai-mis-un-gilet-parce-que-je-suis-enrhume-ea6634c747a4.mp3
Je connais toutes les lettres de l'alphabet.,je-connais-toutes-les-lettres-de-l-alphabet-7d4d8bbf937f.mp3
Je pars avec mon van en direction du volcan.,je-pars-avec-mon-van-en-direction-du-volcan-9e91caa06d89.mp3
Je travaille dans une imprimerie de tickets.,je-travaille-dans-une-imprimerie-de-tickets-1ab902fba867.mp3
La pharmacie se trouve en face de l'hôpital.,la-pharmacie-se-trouve-en-face-de-l-hopital-a0d9c93ad9c1.mp3
Le jaguar vit dans les forêts de l'équateur.,le-jaguar-vit-dans-les-forets-de-l-equateur-5b5c75416811.mp3
Mon travail c'est de balayer tout l'atelier.,mon-travail-c-est-de-balayer-tout-l-atelier-9b8dbe90a952.mp3
Elle a payé son inscription au cours de yoga.,elle-a-paye-son-inscription-au-cours-de-yoga-7df670d2e2ac.mp3
J'ai rendez-vous chez le docteur aujourd'hui.,j-ai-rendez-vous-chez-le-docteur-aujourd-hui-5f704536f178.mp3
L'ile de Mayotte est un département français.,l-ile-de-mayotte-est-un-departement-francais-794608fe5b76.mp3
La rougeole est une maladie très contagieuse.,la-rougeole-est-une-maladie-tres-contagieuse-ed4116507b1f.mp3
Le carreleur a posé la faïence de la cuisine.,le-carreleur-a-pose-la-faience-de-la-cuisine-58bf12a5ecbf.mp3
J'ai besoin d'une attestation s'il vous plait.,j-ai-besoin-d-une-attestation-s-il-vous-plait-ae59f687f6de.mp3
"Je n'ai pas mangé depuis longtemps, j'ai faim.",je-n-ai-pas-mange-depuis-longtemps-j-ai-faim-d5a74ec77e2b.mp3
Je peux prendre des photos avec mon téléphone.,je-peux-prendre-des-photos-avec-mon-telephone-f44fa8fd20fc.mp3
Les ouvriers ont posé le nouveau portail hier.,les-ouvriers-ont-pose-le-nouveau-portail-hier-7cdacda698e7.mp3
Attention à ne pas toucher la peinture fraiche.,attention-a-ne-pas-toucher-la-peinture-fraiche-e80524ba07c1.mp3
Les Seychelles se trouvent dans l'océan indien.,les-seychelles-se-trouvent-dans-l-ocean-indien-d5c63060df8c.mp3
C'est vingt-huit euros la nuit pour une chambre.,c-est-vingt-huit-euros-la-nuit-pour-une-chambre-ca72d1966146.mp3
La pharmacie se trouve à côté de la boulangerie.,la-pharmacie-se-trouve-a-cote-de-la-boulangerie-6786d0b5487f.mp3
Le wasabi est une sauce japonaise très piquante.,le-wasabi-est-une-sauce-japonaise-tres-piquante-d2ad483d9c83.mp3
Il a un arrêt de travail pour le mois de juillet.,il-a-un-arret-de-travail-pour-le-mois-de-juillet-ae6d14027191.mp3
N'oublie pas d'éteindre la lumière à l'extérieur.,n-oublie-pas-d-eteindre-la-lumiere-a-l-exterieur-caa06e028faa.mp3
Tous les syndicats appellent à manifester demain.,tous-les-syndicats-appellent-a-manifester-demain-4a8c74dd629e.mp3
Ce travail de barman me rapporte un salaire moyen.,ce-travail-de-barman-me-rapporte-un-salaire-moyen-efddc3ca611f.mp3
Beaucoup de gens se déguisent pour fêter Halloween.,beaucoup-de-gens-se-deguisent-pour-feter-halloween-99835e2c2fe1.mp3
Il y a eu un terrible tremblement de terre à Haïti.,il-y-a-eu-un-terrible-tremblement-de-terre-a-haiti-9666b4b7ebd7.mp3
Il y a eu un accident à l'entrée de l'agglomération.,il-y-a-eu-un-accident-a-l-entree-de-l-agglomeration-8a9e05564afe.mp3
Il y a plus de 700 iles dans la région des Caraïbes.,il-y-a-plus-de-700-iles-dans-la-region-des-caraibes-31ef6b32a2d6.mp3
Le drapeau bleu est un symbole de l'union européenne.,le-drapeau-bleu-est-un-symbole-de-l-union-europeenne-5829429f1c54.mp3
"Monsieur, je vous informe que j'ai un arrêt de travail.",monsieur-je-vous-informe-que-j-ai-un-arret-de-travail-f5b006bb2d5f.mp3
Hier j'ai dû tout nettoyer après le passage des ouvriers.,hier-j-ai-du-tout-nettoyer-apres-le-passage-des-ouvriers-ca8ba006cbf7.mp3
"Printemps, été, automne et hiver sont les quatre saisons.",printemps-ete-automne-et-hiver-sont-les-quatre-saisons-e107b6fdf208.mp3
Il prend un médicament pour soigner son allergie au pollen.,il-prend-un-medicament-pour-soigner-son-allergie-au-pollen-057540a1d578.mp3
